Vardi,Dzimums,Skaits
"HARIN SARATHCHANDRA","VĪRIETIS",1
"HARINA","SIEVIETE",3
"HARINDER","VĪRIETIS",1
"HARINI KAPRUKSHI SAMARASINGHE","SIEVIETE",1
"HARIPRASAD","VĪRIETIS",1
"HARIS","VĪRIETIS",36
"HARIS ALEHANDRO","VĪRIETIS",1
"HARIS DANIALS","VĪRIETIS",1
"HARIS HARALDS","VĪRIETIS",1
"HARIS HUSEINS","VĪRIETIS",1
"HARIS JOSE","VĪRIETIS",1
"HARIS KADĪRS","VĪRIETIS",1
"HARIS MUHAMADS","VĪRIETIS",1
"HARIS OLAMIDE","VĪRIETIS",1
"HARIS VILNIS","VĪRIETIS",1
"HARISANKAR","VĪRIETIS",2
"HARISH","VĪRIETIS",3
"HARISH HARISHARAN","VĪRIETIS",1
"HARISH KUMAR","VĪRIETIS",1
"HARISHKUMAR","VĪRIETIS",2
"HARISMITA","SIEVIETE",1
"HARISMITHA","SIEVIETE",1
"HARISONS","VĪRIETIS",1
"HARISONS ALEKSANDRS","VĪRIETIS",1
"HARISONS BRENTS","VĪRIETIS",1
"HARISONS DŽEIMSS","VĪRIETIS",1
"HARISONS DŽONS","VĪRIETIS",3
"HARISONS DŽORDŽS","VĪRIETIS",1
"HARISONS IVANS","VĪRIETIS",1
"HARISONS LUISS","VĪRIETIS",1
"HARISONS PATRIKS","VĪRIETIS",1
"HARISONS STĪVENS","VĪRIETIS",1
"HARISONS VIKTORS","VĪRIETIS",1
"HARISONS ĒRLS","VĪRIETIS",1
"HARISS","VĪRIETIS",4
"HARISS ALI","VĪRIETIS",1
"HARISS HASSANS","VĪRIETIS",1
"HARISS SAKIBS","VĪRIETIS",1
"HARISS VILJAMS","VĪRIETIS",1
"HARITA","SIEVIETE",19
"HARITA VALDA","SIEVIETE",1
"HARITH ASANGA GUNATHILAKA","VĪRIETIS",1
"HARITHA","SIEVIETE",2
"HARITINA","SIEVIETE",8
"HARITONS","VĪRIETIS",7
"HARIVARADAN","VĪRIETIS",1
"HARIVISHNU","VĪRIETIS",1
"HARJEET SINGH","VĪRIETIS",2
"HARJINDER","VĪRIETIS",1
"HARJIT","VĪRIETIS",2
"HARJIT SINGH","VĪRIETIS",1
"HARJITH SHIVA","VĪRIETIS",1
"HARKANWARPAL SINGH","VĪRIETIS",1
"HARLAMIJS","VĪRIETIS",1
"HARLAMPIJS","VĪRIETIS",2
"HARLAMS","VĪRIETIS",1
"HARLEEN","SIEVIETE",1
"HARLIJA DĀRTA","SIEVIETE",1
"HARLIJS","VĪRIETIS",3
"HARLIJS DEIVS","VĪRIETIS",1
"HARLINA","SIEVIETE",1
"HARLYN BORNY","VĪRIETIS",1
"HARLĪNA","SIEVIETE",1
"HARLĪNA ROZE","SIEVIETE",1
"HARMANDEEP SINGH","VĪRIETIS",2
"HARMANPREET","VĪRIETIS",1
"HARMANPREET KAUR","SIEVIETE",1
"HARMANPREET SINGH","VĪRIETIS",2
"HARMANS ANDRIS","VĪRIETIS",1
"HARMANS OLIVERS","VĪRIETIS",1
"HARMANS SINGHS","VĪRIETIS",1
"HARMEET","VĪRIETIS",1
"HARMESH","VĪRIETIS",1
"HARMINDER","SIEVIETE",1
"HARMINDER","VĪRIETIS",1
"HARMINDER SINGH","VĪRIETIS",2
"HARMONIA GAIJA","SIEVIETE",1
"HARMONIJA LĪVA","SIEVIETE",1
"HARMONIJS KENS MAIKLS","VĪRIETIS",1
"HARNETANS","VĪRIETIS",1
"HAROLD JAMES","VĪRIETIS",1
"HAROLD RHODES","VĪRIETIS",1
"HAROLD ROBERT ANTOINE MARIE","VĪRIETIS",1
"HAROLDAS","VĪRIETIS",1
"HAROLDS","VĪRIETIS",13
"HAROLDS ARTŪRS","VĪRIETIS",1
"HAROLDS ARVĪDS","VĪRIETIS",1
"HAROLDS ENRIKE","VĪRIETIS",1
"HAROLDS ERNESTS","VĪRIETIS",1
"HAROLDS HOSĒ","VĪRIETIS",1
"HAROLDS JĀNIS","VĪRIETIS",1
"HAROLDS MIGELS","VĪRIETIS",1
"HAROLDS MIĶELIS","VĪRIETIS",1
"HAROLDS RAINERS","VĪRIETIS",1
"HAROLDS ULDIS","VĪRIETIS",1
"HAROLDS VALDEMĀRS","VĪRIETIS",1
"HARON IBN ABDULLAH","VĪRIETIS",1
"HARONS","VĪRIETIS",1
"HARONS RAFAELS","VĪRIETIS",1
"HAROON","VĪRIETIS",3
"HAROON NAZIR","VĪRIETIS",1
"HAROON SAYED GOUSE","VĪRIETIS",1
"HARPA ESTERE","SIEVIETE",1
"HARPREET","SIEVIETE",1
"HARPREET","VĪRIETIS",1
"HARPREET SINGH","VĪRIETIS",1
"HARRI","VĪRIETIS",1
"HARRI JUHA PETTERI","VĪRIETIS",1
"HARRIET AALTJE","SIEVIETE",1
"HARRIETA EIVA","SIEVIETE",1
"HARRIETA FRANČESKA","SIEVIETE",1
"HARRIETA SOFIJA","SIEVIETE",1
"HARRIJS","VĪRIETIS",2
"HARRIS","VĪRIETIS",3
"HARRISON JAMES","VĪRIETIS",1
"HARRISON ROBERT","VĪRIETIS",1
"HARRISONS","VĪRIETIS",1
"HARRISONS DĀVIDS VIESTURS","VĪRIETIS",1
"HARRISS ALI","VĪRIETIS",1
"HARRO","VĪRIETIS",1
"HARRO MARTIN","VĪRIETIS",1
"HARROLD PASCUAL","VĪRIETIS",1
"HARRY","VĪRIETIS",3
"HARRY EDWARD CHRISTOPHER","VĪRIETIS",1
"HARRY HAKAN MAGNUS","VĪRIETIS",1
"HARRY JAMES","VĪRIETIS",1
"HARRY JOHNS","VĪRIETIS",1
"HARRY PACE","VĪRIETIS",1
"HARRY STEPHANUS MATTHIJS","VĪRIETIS",1
"HARRY VINCENT","VĪRIETIS",1
"HARRĪ","VĪRIETIS",1
"HARSAHIBS","VĪRIETIS",1
"HARSH","VĪRIETIS",3
"HARSH GODARA","VĪRIETIS",1
"HARSH RAJENDRA","VĪRIETIS",1
"HARSH RAJESHKUMAR","VĪRIETIS",1
"HARSHA","SIEVIETE",1
"HARSHA","VĪRIETIS",1
"HARSHAJ HARI","VĪRIETIS",1
"HARSHANI","SIEVIETE",1
"HARSHATH","VĪRIETIS",1
"HARSHAVARDHAN","VĪRIETIS",2
"HARSHDEEP","VĪRIETIS",1
"HARSHIT","VĪRIETIS",2
"HARSHITH","VĪRIETIS",2
"HARSHITHA KAVERAMMA","SIEVIETE",1
"HARSHKUMAR NARESH","VĪRIETIS",1
"HARSHUL","VĪRIETIS",1
"HARSIMRAN SINGH","VĪRIETIS",2
"HARTA","SIEVIETE",1
"HARTMUT","VĪRIETIS",2
"HARTMUT DIETMAR","VĪRIETIS",1
"HARTMUT UDO BERND","VĪRIETIS",1
"HARTMUT WILFRIED","VĪRIETIS",1
"HARTMUT WOLF-DIETER","VĪRIETIS",1
"HARTVIGS","VĪRIETIS",1
"HARTWIG","VĪRIETIS",1
"HARU","VĪRIETIS",1
"HARUN","VĪRIETIS",1
"HARUNS MOHAMEDS","VĪRIETIS",1
"HARUTJUNS","VĪRIETIS",1
"HARUTYUN","VĪRIETIS",4
"HARUTYUN ONNIK","VĪRIETIS",1
"HARVEJS","VĪRIETIS",1
"HARVIJS","VĪRIETIS",6
"HARVIJS ALEKSANDRS","VĪRIETIS",1
"HARVIJS KAILS","VĪRIETIS",1
"HARVINDER","SIEVIETE",1
"HARVINDER PAL","VĪRIETIS",1
"HARVIRS SINGS","VĪRIETIS",1
"HARĀLDS FREDS","VĪRIETIS",1
"HARŪNS","VĪRIETIS",3
"HARŪNS FAISALS","VĪRIETIS",1
"HARŪNS ZUHERS","VĪRIETIS",1
"HASAAN","VĪRIETIS",1
"HASAJS","VĪRIETIS",1
"HASALA NAYANAMALI RATHNAYAKA","SIEVIETE",1
"HASAN","VĪRIETIS",15
"HASAN CEMIL","VĪRIETIS",2
"HASAN ENES","VĪRIETIS",1
"HASAN MUSTAFA","VĪRIETIS",1
"HASAN NIYAZI YAGIZ","VĪRIETIS",1
"HASAN UMUT","VĪRIETIS",1
"HASAN YUSEINOV","VĪRIETIS",1
"HASANA","SIEVIETE",1
"HASANBOY","VĪRIETIS",2
"HASANI NILUPA","SIEVIETE",1
"HASANJON","VĪRIETIS",2
"HASANS","VĪRIETIS",22
"HASANS ARMĪNS","VĪRIETIS",1
"HASANS DENISS","VĪRIETIS",1
"HASANS RAIANS","VĪRIETIS",1
"HASANS RAULS","VĪRIETIS",1
"HASARU HIRUDITHA","VĪRIETIS",1
"HASEEB","VĪRIETIS",1
"HASEENA","SIEVIETE",1
"HASENA","SIEVIETE",1
"HASHAN THARUKA","VĪRIETIS",1
"HASHEM MAHDI HEBAH","VĪRIETIS",1
"HASHIM","VĪRIETIS",1
"HASHIM SAFIULLAH","VĪRIETIS",1
"HASHIR","VĪRIETIS",1
"HASHMATULLAH","VĪRIETIS",1
"HASIA","SIEVIETE",1
"HASIB","VĪRIETIS",1
"HASIB MICHEL","VĪRIETIS",1
"HASIBULLAH","VĪRIETIS",1
"HASIL MOHAMED","VĪRIETIS",1
"HASINA","SIEVIETE",1
"HASINDU SANDARUWAN BANDARA","VĪRIETIS",1
"HASITHA DEVINDA DAYANANDA","VĪRIETIS",1
"HASITHA NIRMAL WELIKALA","VĪRIETIS",1
"HASJA","SIEVIETE",8
"HASJA CERNA","SIEVIETE",1
"HASJA GESJA","SIEVIETE",1
"HASJANS","VĪRIETIS",1
"HASMIK","SIEVIETE",6
"HASMIKA","SIEVIETE",2
"HASNA","SIEVIETE",2
"HASNA JASMĪNE","SIEVIETE",1
"HASNAA","SIEVIETE",1
"HASNAE","SIEVIETE",1
"HASRET","SIEVIETE",1
"HASSA","SIEVIETE",1
"HASSAN","VĪRIETIS",11
"HASSAN ALI A","VĪRIETIS",1
"HASSAN ASHFAQ","VĪRIETIS",1
"HASSAN IBRAHIM","VĪRIETIS",1
"HASSAN JAMES","VĪRIETIS",1
"HASSAN MASSIMO SANTINO","VĪRIETIS",1
"HASSANS ABBASS","VĪRIETIS",1
"HASSANS NIDĀLS","VĪRIETIS",1
"HASSINA","SIEVIETE",1
"HASUN","VĪRIETIS",1
"HASĀNS","VĪRIETIS",1
"HASĪBS","VĪRIETIS",1
"HATHNAGODAYELAGE KASUN PRABHATH","VĪRIETIS",1
"HATICE","SIEVIETE",1
"HATIDŽE","SIEVIETE",1
"HATTHAYAPHON","SIEVIETE",1
"HATUNA","SIEVIETE",1
"HAUA","SIEVIETE",1
"HAUBERS","VĪRIETIS",1
"HAUDAMS","VĪRIETIS",1
"HAUKE","VĪRIETIS",1
"HAUKE NAMEJS","VĪRIETIS",1
"HAURYIL","VĪRIETIS",1
"HAVA","SIEVIETE",6
"HAVA LILĪ","SIEVIETE",1
"HAVAŽI","VĪRIETIS",1
"HAVIERS KĀRLIS","VĪRIETIS",1
"HAVINA","SIEVIETE",1
"HAVIVA","SIEVIETE",1
"HAVJERA MARGARITA","SIEVIETE",1
"HAVJERS ALEHANDRO","VĪRIETIS",1
"HAVJERS ALEKSEJS","VĪRIETIS",1
"HAVJERS TĀLIS","VĪRIETIS",1
"HAVJĒRS IGNASIO","VĪRIETIS",1
"HAVJĒRS IMANTS","VĪRIETIS",1
"HAVRYLO","VĪRIETIS",1
"HAWA","SIEVIETE",3
"HAXHERE","SIEVIETE",1
"HAYA","SIEVIETE",2
"HAYAT","SIEVIETE",2
"HAYDAR","VĪRIETIS",1
"HAYDEN","VĪRIETIS",1
"HAYDEN JUDE","VĪRIETIS",1
"HAYDEN LEE","VĪRIETIS",1
"HAYDER JAMAL ABDULKAREEM","VĪRIETIS",1
"HAYEON","SIEVIETE",1
"HAYFORD ANDREW DWAMENA","VĪRIETIS",1
"HAYITALI","VĪRIETIS",1
"HAYK","VĪRIETIS",5
"HAYKANUSH","SIEVIETE",1
"HAYKAZ","VĪRIETIS",2
"HAYLEY JANE","SIEVIETE",1
"HAYLEYANN MARIE","SIEVIETE",1
"HAYRULLA","VĪRIETIS",2
"HAYRULLO","VĪRIETIS",1
"HAZAL","SIEVIETE",1
"HAZANŽA","VĪRIETIS",1
"HAZAR","VĪRIETIS",1
"HAZEM","VĪRIETIS",2
"HAZEM ALAA MOHAMED FAWZY IBRAHIEM","VĪRIETIS",1
"HAZEM MOHAMED MOKHTAR AHMED","VĪRIETIS",1
"HAZEMS","VĪRIETIS",1
"HAZIM","VĪRIETIS",1
"HAZIM SALAHALDEAN IBRAHIM","VĪRIETIS",1
"HAZRATS ALI","VĪRIETIS",1
"HAZZIM MOHAMED ELHAG","VĪRIETIS",1
"HAČATURS","VĪRIETIS",3
"HAČIKS","VĪRIETIS",1
"HAĻA","SIEVIETE",1
"HAĻINA","SIEVIETE",12
"HAĻINA IRĒNA","SIEVIETE",1
"HAĻINA JANĪNA","SIEVIETE",1
"HAĻINA MARTA","SIEVIETE",1
"HAĻINA VIKTORIJA","SIEVIETE",1
"HAŠIMS","VĪRIETIS",3
"HAŠIMS ALI","VĪRIETIS",1
"HAŠIRS DŽALALS","VĪRIETIS",1
"HAŠLIJA","SIEVIETE",1
"HE","VĪRIETIS",1
"HEATH EDWARD","VĪRIETIS",1
"HEBA","SIEVIETE",3
"HEBA LYAMNA","SIEVIETE",1
"HEBETULLAH AMER","SIEVIETE",1
"HEBIN","VĪRIETIS",1
"HECTOR","VĪRIETIS",1
"HEDA","SIEVIETE",4
"HEDDA HEDVIGA","SIEVIETE",1
"HEDERS NAVĪDS","VĪRIETIS",1
"HEDI","SIEVIETE",1
"HEDI","VĪRIETIS",1
"HEDI TATJANA","SIEVIETE",1
"HEDIJA","SIEVIETE",10
"HEDIJS","VĪRIETIS",6
"HEDIJS SĪDŽEJS","VĪRIETIS",1
"HEDLIGA","SIEVIETE",1
"HEDLIJA","SIEVIETE",1
"HEDLIJA KRISTIĀNA","SIEVIETE",1
"HEDMUNDS","VĪRIETIS",1
"HEDO","VĪRIETIS",1
"HEDVIG","SIEVIETE",1
"HEDVIG VEGA PETRONELLA","SIEVIETE",1
"HEDVIGA","SIEVIETE",45
"HEDVIGA ARTA","SIEVIETE",1
"HEDVIGA BIRUTA","SIEVIETE",1
"HEDVIGA ELFRIDA INITA","SIEVIETE",1
"HEDVIGA INESE","SIEVIETE",1
"HEDVIGA LAURA","SIEVIETE",1
"HEDVIGA RAMONA","SIEVIETE",1
"HEDVIGA VALIJA","SIEVIETE",1
"HEDVIGS","VĪRIETIS",1
"HEDYE","SIEVIETE",1
"HEE JEONG","SIEVIETE",1
"HEECHUL","VĪRIETIS",1
"HEENALUXMI","SIEVIETE",1
"HEI TUNG","VĪRIETIS",1
"HEIDA","SIEVIETE",4
"HEIDA FREIJA","SIEVIETE",1
"HEIDE","SIEVIETE",1
"HEIDELINDE","SIEVIETE",1
"HEIDENA LAIMA","SIEVIETE",1
"HEIDENS DŽEKS","VĪRIETIS",1
"HEIDENS EDVARDS","VĪRIETIS",1
"HEIDENS ELIAS","VĪRIETIS",1
"HEIDENS GAJS","VĪRIETIS",1
"HEIDENS LESLIJS","VĪRIETIS",1
"HEIDENS MUIRS","VĪRIETIS",1
"HEIDENS SARMIS UPĪTIS","VĪRIETIS",1
"HEIDENS TAVANA","VĪRIETIS",1
"HEIDERS FREDERIKS","VĪRIETIS",1
"HEIDI","SIEVIETE",12
"HEIDI ADRIANA","SIEVIETE",1
"HEIDI ANABELLA","SIEVIETE",1
"HEIDI ANITA ANNA BRITA","SIEVIETE",1
"HEIDI DŽENIFERA","SIEVIETE",1
"HEIDI ELINA","SIEVIETE",1
"HEIDI HEIZELA","SIEVIETE",1
"HEIDI JOANA","SIEVIETE",1
"HEIDI JULIA","SIEVIETE",1
"HEIDI KAROLIINA","SIEVIETE",1
"HEIDI KETLĪNA","SIEVIETE",1
"HEIDI KRISTĪNE","SIEVIETE",1
"HEIDI MAIJA","SIEVIETE",1
"HEIDI MARGARETA","SIEVIETE",1
"HEIDI MARIA","SIEVIETE",1
"HEIDI MARIANNA","SIEVIETE",1
"HEIDI MARIKA","SIEVIETE",1
"HEIDI NOELA","SIEVIETE",1
"HEIDI SKAIDRĪTE","SIEVIETE",1
"HEIDI SKAISA","SIEVIETE",1
"HEIDI SOFIA KAROLIINA","SIEVIETE",1
"HEIDI SOFIA KATRIINA","SIEVIETE",1
"HEIDIA","SIEVIETE",4
"HEIDIA KEITA","SIEVIETE",1
"HEIDIANS ALEKS","VĪRIETIS",1
"HEIDIJA","SIEVIETE",172
"HEIDIJA ALEKSANDRA","SIEVIETE",1
"HEIDIJA ALISE","SIEVIETE",1
"HEIDIJA ALĪNA","SIEVIETE",1
"HEIDIJA AMANDA","SIEVIETE",1
"HEIDIJA AMĒLIJA","SIEVIETE",2
"HEIDIJA AMŪRA","SIEVIETE",1
"HEIDIJA ANNA","SIEVIETE",3
"HEIDIJA BAIBA","SIEVIETE",1
"HEIDIJA DINĀRA","SIEVIETE",1
"HEIDIJA ELFA","SIEVIETE",1
"HEIDIJA EMMA","SIEVIETE",1
"HEIDIJA EMĪLIJA","SIEVIETE",1
"HEIDIJA EVELĪNA","SIEVIETE",2
"HEIDIJA GRINETA","SIEVIETE",1
"HEIDIJA HANNA","SIEVIETE",2
"HEIDIJA HETERE","SIEVIETE",1
"HEIDIJA KATE","SIEVIETE",1
"HEIDIJA KEITA","SIEVIETE",3
"HEIDIJA KETLĪNA","SIEVIETE",1
"HEIDIJA KLĀRA","SIEVIETE",1
"HEIDIJA KRISTELA","SIEVIETE",1
"HEIDIJA LAINE","SIEVIETE",1
"HEIDIJA LEILA","SIEVIETE",1
"HEIDIJA LUĪZE","SIEVIETE",1
"HEIDIJA LĪNA","SIEVIETE",2
"HEIDIJA MARIJA","SIEVIETE",1
"HEIDIJA NIKOLA","SIEVIETE",1
"HEIDIJA PAULA","SIEVIETE",1
"HEIDIJA PETRA","SIEVIETE",1
"HEIDIJA SAMANTA","SIEVIETE",1
"HEIDIJA SOFIJA","SIEVIETE",1
"HEIDIJA STEFĀNIJA","SIEVIETE",1
"HEIDIJA TIFĀNIJA","SIEVIETE",1
"HEIDIJA VIKTORIJA","SIEVIETE",1
"HEIDIJA ĪVA","SIEVIETE",1
"HEIDIJS","VĪRIETIS",3
"HEIDLIJA","SIEVIETE",1
"HEIDNS JIRGENS","VĪRIETIS",1
"HEIDNS RĪSS","VĪRIETIS",1
"HEIDĪ","SIEVIETE",1
"HEIDĪ MĀRA VANESSA","SIEVIETE",1
"HEIGA","SIEVIETE",1
"HEIKE","SIEVIETE",2
"HEIKE INES","SIEVIETE",1
"HEIKE ROSEMARIE ENGEL","SIEVIETE",1
"HEIKI","VĪRIETIS",1
"HEIKKI JOHANNES","VĪRIETIS",1
"HEIKKI KASPER","VĪRIETIS",1
"HEIKKI MARTTI JUHANI","VĪRIETIS",1
"HEIKKI TAPIO","VĪRIETIS",1
"HEIKO","VĪRIETIS",6
"HEIKO FRIEDHELM","VĪRIETIS",1
"HEIKO FRITZ HERMANN","VĪRIETIS",1
"HEIKO MICHAEL","VĪRIETIS",1
"HEIKO WALDEMAR","VĪRIETIS",1
"HEILA","SIEVIETE",7
"HEILA MARIA","SIEVIETE",1
"HEILI","SIEVIETE",1
"HEILIA","SIEVIETE",2
"HEILIA ZĀRA","SIEVIETE",1
"HEILIJA","SIEVIETE",51
"HEILIJA ADRIANA","SIEVIETE",1
"HEILIJA AMANDA","SIEVIETE",1
"HEILIJA EDŽEMENA","SIEVIETE",1
"HEILIJA EIPRILA","SIEVIETE",1
"HEILIJA ELIZABETE","SIEVIETE",1
"HEILIJA ELZA","SIEVIETE",1
"HEILIJA EMIJA","SIEVIETE",1
"HEILIJA GREISA","SIEVIETE",2
"HEILIJA HEIDIJA","SIEVIETE",1
"HEILIJA INDRA","SIEVIETE",1
"HEILIJA IZABELLA","SIEVIETE",1
"HEILIJA IZABELLE","SIEVIETE",1
"HEILIJA KETRĪNA","SIEVIETE",1
"HEILIJA KLĒRA","SIEVIETE",1
"HEILIJA LAIMA","SIEVIETE",1
"HEILIJA LAURA","SIEVIETE",1
"HEILIJA LĪGA","SIEVIETE",1
"HEILIJA MAJA","SIEVIETE",1
"HEILIJA MARIJA","SIEVIETE",1
"HEILIJA MARTA","SIEVIETE",1
"HEILIJA MIA","SIEVIETE",1
"HEILIJA NOLA","SIEVIETE",1
"HEILIJA PATRĪCIJA","SIEVIETE",1
"HEILIJA ROZE","SIEVIETE",1
"HEILIJA SABĪNE","SIEVIETE",1
"HEILIJA SAMANTA","SIEVIETE",3
"HEILIJA SOFIJA","SIEVIETE",1
"HEILIJA SŪZENA","SIEVIETE",1
"HEILIJA VIKTORIJA","SIEVIETE",1
"HEILĪ","SIEVIETE",3
"HEIMAN","VĪRIETIS",1
"HEIMANS","VĪRIETIS",1
"HEIMANT","VĪRIETIS",4
"HEIMIŠS VILJAMS","VĪRIETIS",1
"HEINA","SIEVIETE",1
"HEINCS","VĪRIETIS",1
"HEINCS ROLANDS","VĪRIETIS",1
"HEINDRIHS","VĪRIETIS",1
"HEINDRIJS INGA","VĪRIETIS",1
"HEINDRIKS REIMONDS PERSIVĀLS","VĪRIETIS",1
"HEINE","VĪRIETIS",1
"HEINE GENADIJS","VĪRIETIS",1
"HEINERTS","VĪRIETIS",1
"HEINI MARJA KAARINA","SIEVIETE",1
"HEINIS","VĪRIETIS",2
"HEINKE","SIEVIETE",1
"HEINO","VĪRIETIS",36
"HEINO DEIVIDS","VĪRIETIS",1
"HEINO RAINERS","VĪRIETIS",1
"HEINO TOMS","VĪRIETIS",1
"HEINRICH","VĪRIETIS",3
"HEINRICH BRUUN","VĪRIETIS",1
"HEINRIHS","VĪRIETIS",95
"HEINRIHS ADRIANS","VĪRIETIS",1
"HEINRIHS ENDRJŪ","VĪRIETIS",1
"HEINRIHS FRANCS JOSEFS","VĪRIETIS",1
"HEINRIHS IMANTS","VĪRIETIS",1
"HEINRIHS JĀNIS","VĪRIETIS",1
"HEINRIHS KRISTIANS","VĪRIETIS",1
"HEINRIHS KĀRLIS","VĪRIETIS",1
"HEINRIHS RAINERS","VĪRIETIS",1
"HEINRIHS RIHARDS","VĪRIETIS",1
"HEINRIHS ROJS","VĪRIETIS",1
"HEINRIHS VILHELMS","VĪRIETIS",1
"HEINRIKS","VĪRIETIS",2
"HEINRIKS EDUARDS","VĪRIETIS",1
"HEINRIKS PATRIKS","VĪRIETIS",1
"HEINZ","VĪRIETIS",2
"HEINZ DIETER","VĪRIETIS",1
"HEINZ GERD","VĪRIETIS",1
"HEINĀRS","VĪRIETIS",2
"HEIRITA","SIEVIETE",1
"HEISIJA","SIEVIETE",1
"HEITA","SIEVIETE",1
"HEITI","VĪRIETIS",2
"HEITOR","VĪRIETIS",1
"HEIVI","SIEVIETE",1
"HEIZA","VĪRIETIS",1
"HEIZAL","SIEVIETE",1
"HEIZELA","SIEVIETE",2
"HEIZELA AIVIJA IBILOLA","SIEVIETE",1
"HEIZELA ELLĪ","SIEVIETE",1
"HEIZELA INĀRA","SIEVIETE",1
"HEIZELA LILĪ","SIEVIETE",1
"HEIZELA MIJA","SIEVIETE",1
"HEIZS JĀNIS","VĪRIETIS",1
"HEJA","SIEVIETE",1
"HEKMATULLAH","VĪRIETIS",1
"HEKMATULLAH NOOR","VĪRIETIS",1
"HEKTORS","VĪRIETIS",8
"HEKTORS ROMANS","VĪRIETIS",1
"HEKTORS SAIRUSS","VĪRIETIS",1
"HEKTORS SERGEJS","VĪRIETIS",1
"HELAMBA ARACHCHILAGE DON SHASHIKA LAKSHAN","VĪRIETIS",1
"HELANGRACE","SIEVIETE",1
"HELBE","SIEVIETE",1
"HELDIJA","SIEVIETE",1
"HELDUR","VĪRIETIS",1
"HELDURS","VĪRIETIS",2
"HELDVIGA LUĪZE","SIEVIETE",1
"HELEN","SIEVIETE",2
"HELEN DOROTHY","SIEVIETE",1
"HELEN PAULA PHILINE","SIEVIETE",1
"HELEN ZEMICIAEL","SIEVIETE",1
"HELENA","SIEVIETE",110
"HELENA ALEKSANDRA","SIEVIETE",1
"HELENA ANGELĪNA","SIEVIETE",1
"HELENA BENITA","SIEVIETE",1
"HELENA DŽŪLIJA","SIEVIETE",1
"HELENA ELISABETH INKEN","SIEVIETE",1
"HELENA ELIZABETA","SIEVIETE",1
"HELENA FRANSISKO BĒRZIŅA","SIEVIETE",1
"HELENA HILDA","SIEVIETE",1
"HELENA IEVA","SIEVIETE",1
"HELENA JANA","SIEVIETE",1
"HELENA KERSTIN MARIA","SIEVIETE",1
"HELENA KRYSTYNA","SIEVIETE",1
"HELENA LIENE","SIEVIETE",1
"HELENA MARIA","SIEVIETE",1
"HELENA MARIE","SIEVIETE",1
"HELENA MARIJA","SIEVIETE",2
"HELENA MARSELLA","SIEVIETE",1
"HELENA MOE","SIEVIETE",1
"HELENA MORA","SIEVIETE",1
"HELENA NATALIJA","SIEVIETE",1
"HELENA RAFAELA","SIEVIETE",1
"HELENA RASMA","SIEVIETE",1
"HELENA ROZALIA","SIEVIETE",1
"HELENA SOFIA","SIEVIETE",1
"HELENA VICTORIA","SIEVIETE",1
"HELENE","SIEVIETE",5
"HELENE ANTONIJA","SIEVIETE",1
"HELENE ELISE ALEXANDRA","SIEVIETE",1
"HELENE KIA","SIEVIETE",1
"HELENE LUĪZE","SIEVIETE",1
"HELENE MARIE LUCIENNE","SIEVIETE",1
"HELENE RITA","SIEVIETE",1
"HELENE SKOTVOLD","SIEVIETE",1
"HELERI","SIEVIETE",1
"HELGA","SIEVIETE",191
"HELGA AIJA","SIEVIETE",1
"HELGA AMĀLIJA","SIEVIETE",1
"HELGA ANDA","SIEVIETE",1
"HELGA ANNA MATILDE","SIEVIETE",1
"HELGA ARGITA","SIEVIETE",1
"HELGA ASTRA","SIEVIETE",1
"HELGA BRUNHILDA","SIEVIETE",1
"HELGA ELGA","SIEVIETE",1
"HELGA ELIZABETE","SIEVIETE",2
"HELGA ELĒNA","SIEVIETE",1
"HELGA HELĒNA","SIEVIETE",1
"HELGA ILGA","SIEVIETE",1
"HELGA ILZE","SIEVIETE",1
"HELGA IRBE","SIEVIETE",1
"HELGA IRĒNA","SIEVIETE",2
"HELGA JUSTĪNE","SIEVIETE",2
"HELGA LAIMDOTA","SIEVIETE",1
"HELGA LILIJA","SIEVIETE",1
"HELGA LILITA","SIEVIETE",1
"HELGA MARGARETA","SIEVIETE",1
"HELGA MARIJA","SIEVIETE",1
"HELGA MELITA","SIEVIETE",1
"HELGA MILDA","SIEVIETE",1
"HELGA MONIKA","SIEVIETE",1
"HELGA MUDĪTE","SIEVIETE",1
"HELGA REGINA","SIEVIETE",1
"HELGA SKAIDRĪTE","SIEVIETE",2
"HELGA SOLVITA","SIEVIETE",1
"HELGA VELTA","SIEVIETE",1
"HELGA VIKTORIJA","SIEVIETE",1
"HELGA VILHELMĪNE KAROLĪNA","SIEVIETE",1
"HELGARS","VĪRIETIS",1
"HELGE","SIEVIETE",1
"HELGE","VĪRIETIS",3
"HELGI","SIEVIETE",3
"HELGI","VĪRIETIS",1
"HELGI LĪ","SIEVIETE",1
"HELGONIJA","SIEVIETE",1
"HELGRĪDA","SIEVIETE",1
"HELI","SIEVIETE",1
"HELI ANITA","SIEVIETE",1
"HELIA","SIEVIETE",1
"HELIANTA","SIEVIETE",1
"HELIANTA BELINDA","SIEVIETE",1
"HELIJA","SIEVIETE",1
"HELINA","SIEVIETE",2
"HELINA HAKIMA","SIEVIETE",1
"HELINA JASMINA","SIEVIETE",1
"HELINA MIKDADA","SIEVIETE",1
"HELINA SMIRNOVA","SIEVIETE",1
"HELINE","SIEVIETE",1
"HELIONE","SIEVIETE",1
"HELIOSS KRISTOFERS","VĪRIETIS",1
"HELITA","SIEVIETE",3
"HELITE","SIEVIETE",1
"HELJU","SIEVIETE",3
